Client Customer Id,Client Customer Name,Currency,Ad group ID,Ad group,Network,Network (with search partners),Ad type,All conv.,All conv. value,Campaign ID,Campaign,Clicks,Conversions,Total conv. value,Cost,App final URL,Client name,Day,Description,Display URL,Engagements,Customer ID,Ad,Headline 1,Headline 2,Ad ID,Image Ad URL,Impressions,Interactions,Labels,Video played to 100%,Video played to 25%,Video played to 50%,Video played to 75%,View rate,Views,View-through conv.,Video Plays 25%,Video Plays 50%,Video Plays 75%,Video Plays 100%,Campaign_duplicate,Agency,Year,Market,Client_name,Brand_portfolio,Temporality,Platform,Vendor,Initiative,Objective,Buying Type,Consumption Occasion,unified_brand,Country_iso_code,Country_full_name,Brand,New Buying Type,unified_brand,Datasource,date_copy,date_month,mplan_agency,Campaign Name,Video Duration,Video Id,Video Title,Format,Video Title Backup,Minutes,seconds,numeric_view_rate,complete_views_calculated,video_duration_sec,Video played to 100% integer,Video played to 75% integer,Video played to 50% integer,Video played to 25% integer,year_month,currency_key,convertion_value,platform_cost,Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc,Campaign_snc_passed,Campaign_snc_failed,Campaign_snc_status,datasource_mediaplan,adverity_client_id,adverity_client_name
7985116399,[KELLOGS] - SUCRILHOS,BRL,123813953980,Vídeo Bumper – 2021-05-05,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13345465416,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,197,0.0000000,0.0000000,1019.449489, --,[KELLOGS] - SUCRILHOS,2021-07-28, --,www.facebook.com/sucrilhoskelloggs,0,7985116399,Anúncio #1, --, --,525247474015, --,261008,197, --,90.40%,96.33%,92.92%,90.99%,0.00%,0,0,251429.0064,242528.6336,237491.17919999998,235951.23200000002,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Lançamento2021_AffinityTopics_CPM_MorningBreakfast_Bumper,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Lançamento2021,AffinityTopics,CPM,MorningBreakfast_Bumper,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-07-28,7,KTBO,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,5387,swNsBWFgIrA,Sucrilhos PuraGarra 6s,Anúncio #1,,,0,0.0,0.0,5,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,198.72128889076998,KTBO,2021,BRA,KELLOGGS,SUCRILHOS,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYTOPICS,CPM,MORNINGBREAKFAST,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
7985116399,[KELLOGS] - SUCRILHOS,BRL,123813953980,Vídeo Bumper – 2021-05-05,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13345465416,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,233,0.0000000,0.0000000,1249.625261, --,[KELLOGS] - SUCRILHOS,2021-07-24, --,www.facebook.com/sucrilhoskelloggs,0,7985116399,Anúncio #1, --, --,525247474015, --,312791,233, --,90.83%,96.60%,93.40%,91.44%,0.00%,0,0,302156.10599999997,292146.794,286016.0904,284108.0653,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Lançamento2021_AffinityTopics_CPM_MorningBreakfast_Bumper,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Lançamento2021,AffinityTopics,CPM,MorningBreakfast_Bumper,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-07-24,7,KTBO,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,5387,swNsBWFgIrA,Sucrilhos PuraGarra 6s,Anúncio #1,,,0,0.0,0.0,5,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,243.58945212672998,KTBO,2021,BRA,KELLOGGS,SUCRILHOS,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYTOPICS,CPM,MORNINGBREAKFAST,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
7985116399,[KELLOGS] - SUCRILHOS,BRL,123813953980,Vídeo Bumper – 2021-05-05,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13345465416,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,289,0.0000000,0.0000000,1253.57215, --,[KELLOGS] - SUCRILHOS,2021-07-25, --,www.facebook.com/sucrilhoskelloggs,0,7985116399,Anúncio #1, --, --,525247474015, --,315724,289, --,90.46%,96.41%,93.11%,91.08%,0.00%,0,0,304389.5084,293970.6164,287561.4192,285603.9304,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Lançamento2021_AffinityTopics_CPM_MorningBreakfast_Bumper,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Lançamento2021,AffinityTopics,CPM,MorningBreakfast_Bumper,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,5387,swNsBWFgIrA,Sucrilhos PuraGarra 6s,Anúncio #1,,,0,0.0,0.0,5,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,244.35881919949998,KTBO,2021,BRA,KELLOGGS,SUCRILHOS,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYTOPICS,CPM,MORNINGBREAKFAST,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
7985116399,[KELLOGS] - SUCRILHOS,BRL,123813953980,Vídeo Bumper – 2021-05-05,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13345465416,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,257,0.0000000,0.0000000,1262.900449, --,[KELLOGS] - SUCRILHOS,2021-07-27, --,www.facebook.com/sucrilhoskelloggs,0,7985116399,Anúncio #1, --, --,525247474015, --,323443,257, --,89.89%,96.07%,92.49%,90.50%,0.00%,0,0,310731.6901,299152.43069999997,292715.915,290742.9127,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Lançamento2021_AffinityTopics_CPM_MorningBreakfast_Bumper,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Lançamento2021,AffinityTopics,CPM,MorningBreakfast_Bumper,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-07-27,7,KTBO,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,5387,swNsBWFgIrA,Sucrilhos PuraGarra 6s,Anúncio #1,,,0,0.0,0.0,5,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,246.17718452357,KTBO,2021,BRA,KELLOGGS,SUCRILHOS,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYTOPICS,CPM,MORNINGBREAKFAST,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
7985116399,[KELLOGS] - SUCRILHOS,BRL,123813953980,Vídeo Bumper – 2021-05-05,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13345465416,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,230,0.0000000,0.0000000,1249.998136, --,[KELLOGS] - SUCRILHOS,2021-07-26, --,www.facebook.com/sucrilhoskelloggs,0,7985116399,Anúncio #1, --, --,525247474015, --,322022,230, --,90.18%,96.23%,92.77%,90.78%,0.00%,0,0,309881.77060000005,298739.80939999997,292331.5716,290399.4396,KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Google_Youtube_Lançamento2021_AffinityTopics_CPM_MorningBreakfast_Bumper,KTBO,2021,BRA,Kelloggs,Sucrilhos,Seasonal,Google,Youtube,Lançamento2021,AffinityTopics,CPM,MorningBreakfast_Bumper,sucrilhos,BR,,Zucaritas,CPM,sucrilhos,Google Adwords,2021-07-26,7,KTBO,KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYTOPICS_CPM_MORNINGBREAKFAST,5387,swNsBWFgIrA,Sucrilhos PuraGarra 6s,Anúncio #1,,,0,0.0,0.0,5,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,243.66213665047997,KTBO,2021,BRA,KELLOGGS,SUCRILHOS,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYTOPICS,CPM,MORNINGBREAKFAST,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
8023537250,CHEEZ-IT,BRL,124258046392,Vídeo Bumper – 2021-06-17,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13555583451,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,0,0.0000000,0.0000000,4.64795, --,CHEEZ-IT,2021-07-26, --,www.instagram.com/cheezitbr/,0,8023537250,Anúncio #1, --, --,528270123270, --,617,0, --,91.22%,94.76%,92.74%,91.55%,0.00%,0,0,584.6692,572.2058,564.8634999999999,562.8274,KTBO_2021_BRA_Kelloggs_CheezIt_Seasonal_Google_Youtube_Lançamento2021_Affinity Audiences_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,CheezIt,Seasonal,Google,Youtube,Lançamento2021,Affinity Audiences,CPM,EveningWe,cheezit,BR,,Cheez It,CPM,cheezit,Google Adwords,2021-07-26,7,KTBO,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,6060,yuG4k5cPvzI,Cheez-it - Vídeo 1,Anúncio #1,,,0,0.0,0.0,6,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,0.9060248934999999,KTBO,2021,BRA,KELLOGGS,CHEEZIT,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYAUDIENCES,CPM,EVENINGWE,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
8023537250,CHEEZ-IT,BRL,124258046392,Vídeo Bumper – 2021-06-17,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13555583451,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,0,0.0000000,0.0000000,5.053221, --,CHEEZ-IT,2021-07-27, --,www.instagram.com/cheezitbr/,0,8023537250,Anúncio #1, --, --,528270123270, --,710,0, --,90.27%,94.91%,92.51%,91.02%,0.00%,0,0,673.8609999999999,656.821,646.242,640.9169999999999,KTBO_2021_BRA_Kelloggs_CheezIt_Seasonal_Google_Youtube_Lançamento2021_Affinity Audiences_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,CheezIt,Seasonal,Google,Youtube,Lançamento2021,Affinity Audiences,CPM,EveningWe,cheezit,BR,,Cheez It,CPM,cheezit,Google Adwords,2021-07-27,7,KTBO,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,6060,yuG4k5cPvzI,Cheez-it - Vídeo 1,Anúncio #1,,,0,0.0,0.0,6,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,0.9850243695299999,KTBO,2021,BRA,KELLOGGS,CHEEZIT,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYAUDIENCES,CPM,EVENINGWE,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
8023537250,CHEEZ-IT,BRL,124258046392,Vídeo Bumper – 2021-06-17,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13555583451,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,1,0.0000000,0.0000000,4.316663, --,CHEEZ-IT,2021-07-28, --,www.instagram.com/cheezitbr/,0,8023537250,Anúncio #1, --, --,528270123270, --,585,1, --,89.01%,94.32%,90.48%,89.19%,0.00%,0,0,551.7719999999999,529.308,521.7615000000001,520.7085000000001,KTBO_2021_BRA_Kelloggs_CheezIt_Seasonal_Google_Youtube_Lançamento2021_Affinity Audiences_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,CheezIt,Seasonal,Google,Youtube,Lançamento2021,Affinity Audiences,CPM,EveningWe,cheezit,BR,,Cheez It,CPM,cheezit,Google Adwords,2021-07-28,7,KTBO,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,6060,yuG4k5cPvzI,Cheez-it - Vídeo 1,Anúncio #1,,,0,0.0,0.0,6,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,0.84144711859,KTBO,2021,BRA,KELLOGGS,CHEEZIT,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYAUDIENCES,CPM,EVENINGWE,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
8023537250,CHEEZ-IT,BRL,124258046392,Vídeo Bumper – 2021-06-17,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13555583451,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,0,0.0000000,0.0000000,4.149782, --,CHEEZ-IT,2021-07-24, --,www.instagram.com/cheezitbr/,0,8023537250,Anúncio #1, --, --,528270123270, --,550,0, --,87.79%,92.37%,89.69%,88.36%,0.00%,0,0,508.035,493.295,485.98,482.845,KTBO_2021_BRA_Kelloggs_CheezIt_Seasonal_Google_Youtube_Lançamento2021_Affinity Audiences_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,CheezIt,Seasonal,Google,Youtube,Lançamento2021,Affinity Audiences,CPM,EveningWe,cheezit,BR,,Cheez It,CPM,cheezit,Google Adwords,2021-07-24,7,KTBO,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,6060,yuG4k5cPvzI,Cheez-it - Vídeo 1,Anúncio #1,,,0,0.0,0.0,6,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,0.80891700526,KTBO,2021,BRA,KELLOGGS,CHEEZIT,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYAUDIENCES,CPM,EVENINGWE,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
8023537250,CHEEZ-IT,BRL,124258046392,Vídeo Bumper – 2021-06-17,YouTube Videos,YouTube Videos,,0.0000000,0.0000000,13555583451,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,0,0.0000000,0.0000000,3.272046, --,CHEEZ-IT,2021-07-25, --,www.instagram.com/cheezitbr/,0,8023537250,Anúncio #1, --, --,528270123270, --,443,0, --,91.29%,96.71%,93.65%,92.71%,0.00%,0,0,428.4253,414.8695,410.70529999999997,404.41470000000004,KTBO_2021_BRA_Kelloggs_CheezIt_Seasonal_Google_Youtube_Lançamento2021_Affinity Audiences_CPM_EveningWe,KTBO,2021,BRA,Kelloggs,CheezIt,Seasonal,Google,Youtube,Lançamento2021,Affinity Audiences,CPM,EveningWe,cheezit,BR,,Cheez It,CPM,cheezit,Google Adwords,2021-07-25,7,KTBO,KTBO_2021_BRA_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_LANÇAMENTO2021_AFFINITYAUDIENCES_CPM_EVENINGWE,6060,yuG4k5cPvzI,Cheez-it - Vídeo 1,Anúncio #1,,,0,0.0,0.0,6,0.0,0.0,0.0,0.0,2021-07,BRL_BRA_2021-07,0.19493,0.63781992678,KTBO,2021,BRA,KELLOGGS,CHEEZIT,SEASONAL,GOOGLE,YOUTUBE,LANÇAMENTO2021,AFFINITYAUDIENCES,CPM,EVENINGWE,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Network_nc,Vendor_nc,Initiative_nc,Orientation_nc,BuyType_nc,ConsumptionOccasion_nc",,passed,Google Adwords,3,ktboClient
